27,10,9,37,1389468406,0
82,32,28,113,1389468429,0
122,51,40,168,1389468452,0
122,51,42,169,1389468475,0
126,53,44,175,1389468498,0
117,49,41,162,1389468521,0
128,54,44,177,1389468544,0
123,52,45,171,1389468567,0
107,42,34,147,1389468590,0
84,33,33,117,1389468613,0
95,36,32,130,1389468636,0
114,44,44,158,1389468659,0
178,101,99,261,1389468682,0
72,28,28,100,1389468705,0
55,24,27,78,1389468728,0
62,27,31,88,1389468751,0
77,38,39,110,1389468774,0
85,49,50,125,1389468797,0
80,44,46,117,1389468820,0
77,40,42,111,1389468843,0
65,34,38,95,1389468866,0
70,37,42,102,1389468889,0
75,40,43,109,1389468912,0
78,43,44,114,1389468935,0
89,53,50,131,1389468958,0
76,43,41,111,1389468981,0
75,42,41,109,1389469004,0
74,41,41,108,1389469027,0
75,41,41,109,1389469050,0
71,36,42,103,1389469073,0
102,58,61,150,1389469096,0
78,34,40,111,1389469119,0
70,32,44,102,1389469142,0
74,33,45,107,1389469165,0
107,44,44,149,1389469188,0
101,46,47,143,1389469211,0
48,18,21,67,1389469234,0
67,25,24,92,1389469257,0
64,27,28,90,1389469280,0
59,23,24,82,1389469303,0
64,25,24,88,1389469326,0
59,22,21,81,1389469349,0
56,20,20,77,1389469372,0
45,16,17,62,1389469395,0
57,20,20,78,1389469418,0
50,17,16,68,1389469441,0
62,21,27,86,1389469464,0
69,26,28,96,1389469487,0
99,43,38,138,1389469510,0
124,51,43,171,1389469533,0
85,37,34,119,1389469556,0
94,40,35,131,1389469579,1
126,56,48,176,1389469602,0
112,48,42,156,1389469625,0
129,57,53,181,1389469648,0
92,41,44,130,1389469671,0
72,32,38,103,1389469694,0
81,35,38,114,1389469717,0
84,36,40,119,1389469740,0
83,36,33,116,1389469763,0
89,36,33,123,1389469786,0
34,12,10,46,1389469809,0
36,12,12,49,1389469832,0
24,8,7,32,1389469855,0
28,9,8,37,1389469878,0
32,11,10,43,1389469901,0
29,10,9,39,1389469924,0
29,11,10,40,1389469947,0
52,20,17,71,1389469970,0
94,38,33,130,1389469993,0
116,53,53,164,1389470016,0
75,33,32,105,1389470039,0
63,24,24,87,1389470062,0
65,22,23,89,1389470085,0
63,21,22,86,1389470108,0
58,19,21,79,1389470131,0
42,12,11,56,1389470154,0
31,9,8,41,1389470177,0
36,11,10,48,1389470200,0
34,11,9,45,1389470223,0
29,9,8,39,1389470246,0
32,9,8,42,1389470269,0
33,9,9,44,1389470292,0
47,14,13,63,1389470315,0
41,12,11,55,1389470338,0
52,17,15,70,1389470361,0
54,18,16,73,1389470384,0
54,18,16,73,1389470407,0
89,35,32,123,1389470430,0
82,33,30,113,1389470453,0
84,33,29,116,1389470476,0
75,29,24,103,1389470499,0
81,30,26,111,1389470522,0
93,40,36,130,1389470545,0
72,30,32,101,1389470568,0
85,35,35,119,1389470591,0
99,41,37,137,1389470614,0
93,38,38,130,1389470637,0
109,46,45,153,1389470660,0
114,49,44,159,1389470683,0
112,48,45,157,1389470706,0
115,49,44,160,1389470729,0
106,45,43,148,1389470752,0
110,47,44,154,1389470775,0
104,44,44,146,1389470798,0
97,41,43,136,1389470821,0
89,37,37,124,1389470844,0
104,44,42,145,1389470867,0
87,36,36,121,1389470890,0
69,28,31,97,1389470913,0
33,11,11,45,1389470936,0
112,48,41,156,1389470959,0
92,38,30,127,1389470982,0
115,49,34,158,1389471005,0
115,50,38,159,1389471028,0
114,49,38,158,1389471051,0
117,51,38,162,1389471074,0
102,34,33,139,1389471097,0
74,33,32,104,1389471120,0
58,27,30,83,1389471143,0
55,30,29,80,1389471166,0
71,37,33,102,1389471189,0
49,27,24,71,1389471212,0
58,33,30,84,1389471235,0
63,35,37,92,1389471258,0
78,45,46,115,1389471281,0
80,36,38,113,1389471304,0
35,9,9,46,1389471327,0
43,12,12,57,1389471350,0
40,12,12,54,1389471373,0
50,16,16,68,1389471396,0
118,46,47,164,1389471419,0
59,20,22,81,1389471442,0
59,23,24,82,1389471465,0
70,28,33,98,1389471488,0
62,25,26,86,1389471511,0
61,24,27,85,1389471534,0
66,22,20,89,1389471557,0
100,41,36,138,1389471580,0
92,37,38,128,1389471603,0
118,51,50,166,1389471626,0
115,47,46,160,1389471649,0
83,32,32,115,1389471672,0
109,43,34,149,1389471695,0
135,55,42,186,1389471718,0
116,47,36,159,1389471741,0
122,47,36,167,1389471764,1
112,44,34,153,1389471787,0
110,45,35,151,1389471810,0
132,54,43,182,1389471833,0
133,55,42,183,1389471856,0
133,54,42,183,1389471879,0
133,55,42,183,1389471902,0
133,54,41,183,1389471925,0
129,53,41,178,1389471948,0
127,55,42,176,1389471971,0
135,56,43,186,1389471994,0
139,58,43,191,1389472017,0
142,59,43,195,1389472040,0
146,61,45,201,1389472063,0
135,59,46,187,1389472086,0
129,56,45,179,1389472109,0
139,59,46,192,1389472132,0
129,50,38,176,1389472155,0
147,62,47,203,1389472178,0
136,55,41,187,1389472201,0
143,59,44,197,1389472224,0
141,55,40,192,1389472247,0
140,56,41,192,1389472270,0
143,56,42,196,1389472293,0
143,56,42,196,1389472316,0
95,36,28,129,1389472339,0
113,38,32,153,1389472362,0
120,42,35,163,1389472385,0
111,38,33,151,1389472408,0
108,36,32,146,1389472431,0
93,30,28,126,1389472454,0
91,30,29,124,1389472477,0
75,28,33,104,1389472500,0
83,31,35,115,1389472523,0
75,27,32,104,1389472546,0
91,31,33,125,1389472569,0
72,26,30,100,1389472592,0
87,30,33,120,1389472615,0
105,35,32,142,1389472638,0
109,37,32,148,1389472661,0
96,31,29,130,1389472684,0
75,25,24,102,1389472707,0
81,23,22,108,1389472730,0
106,32,29,142,1389472753,0
56,15,13,74,1389472776,0
31,10,9,42,1389472799,0
25,7,6,33,1389472822,0
24,6,4,31,1389472845,0
27,6,5,35,1389472868,0
27,8,7,36,1389472891,0
34,9,8,45,1389472914,0
35,11,9,47,1389472937,0
15,5,3,20,1389472960,0
29,10,8,39,1389472983,0
6,4,2,8,1389473006,0
8,5,3,11,1389473029,0
8,6,4,11,1389473052,0
5,3,2,7,1389473075,0
13,6,4,18,1389473098,0
12,4,3,16,1389473121,0
7,4,3,10,1389473144,0
4,2,1,5,1389473167,0
11,6,4,15,1389473190,0
6,2,2,8,1389473213,0
10,6,4,14,1389473236,0
17,5,3,22,1389473259,0
13,4,3,17,1389473282,0
17,6,4,22,1389473305,0
44,13,12,59,1389473328,0
19,6,5,25,1389473351,0
33,9,10,44,1389473374,0
19,6,5,25,1389473397,0
22,6,5,29,1389473420,0
35,12,10,47,1389473443,0
15,5,3,20,1389473466,0
12,7,4,17,1389473489,0
13,6,5,18,1389473512,0
35,10,11,47,1389473535,1
47,12,13,62,1389473558,0
22,5,5,29,1389473581,0
23,5,7,30,1389473604,0
8,3,3,11,1389473627,0
14,4,4,18,1389473650,0
22,6,5,29,1389473673,0
27,7,7,36,1389473696,0
28,8,7,37,1389473719,0
32,8,7,42,1389473742,0
34,9,8,45,1389473765,0
34,9,8,45,1389473788,0
35,10,8,46,1389473811,0
36,10,8,47,1389473834,0
34,9,7,45,1389473857,0
30,8,7,39,1389473880,0
38,10,8,50,1389473903,0
38,9,8,50,1389473926,0
40,11,9,53,1389473949,0
40,11,9,53,1389473972,0
40,11,9,53,1389473995,0
40,11,9,53,1389474018,0
41,11,9,54,1389474041,0
41,11,9,54,1389474064,0
36,8,6,47,1389474087,0
32,7,6,41,1389474110,0
31,7,6,40,1389474133,0
32,7,6,41,1389474156,0
40,10,8,52,1389474179,0
109,33,35,147,1389474202,0
47,13,11,62,1389474225,0
10,3,3,13,1389474248,0
11,3,3,14,1389474271,0
6,2,2,8,1389474294,0
29,8,7,38,1389474317,0
13,5,4,17,1389474340,0
20,6,4,26,1389474363,0
22,8,7,30,1389474386,0
156,79,60,220,1389474409,0
320,175,149,461,1389474432,0
350,190,167,505,1389474455,0
316,169,144,454,1389474478,0
296,158,138,426,1389474501,0
330,180,182,482,1389474524,1
249,132,134,362,1389474547,0
274,137,131,393,1389474570,0
340,174,158,487,1389474593,0
210,97,87,296,1389474616,1
212,97,93,300,1389474639,1
163,74,88,234,1389474662,1
174,81,73,246,1389474685,0
134,55,60,188,1389474708,0
192,83,84,270,1389474731,0
266,141,121,382,1389474754,0
311,168,140,447,1389474777,0
325,177,152,468,1389474800,0
201,94,93,286,1389474823,0
31,10,13,42,1389474846,0
11,3,3,14,1389474869,0
10,5,3,13,1389474892,0
11,6,3,15,1389474915,0
36,11,11,48,1389474938,0
23,5,5,30,1389474961,0
18,4,4,23,1389474984,0
13,3,4,17,1389475007,0
8,2,2,10,1389475030,0
7,2,2,9,1389475053,0
17,4,3,22,1389475076,0
19,5,4,25,1389475099,0
9,2,2,11,1389475122,0
11,2,2,14,1389475145,0
8,2,2,10,1389475168,0
11,3,6,15,1389475191,0
12,3,3,15,1389475214,0
54,15,14,72,1389475237,0
72,21,19,96,1389475260,0
39,11,9,51,1389475283,0
31,8,7,41,1389475306,0
25,6,5,32,1389475329,0
23,6,5,30,1389475352,0
23,6,5,30,1389475375,0
22,6,5,29,1389475398,0
21,6,5,28,1389475421,0
22,6,5,29,1389475444,0
22,6,5,29,1389475467,0
22,6,5,29,1389475490,0
22,6,4,29,1389475513,0
22,6,4,29,1389475536,0
22,5,4,28,1389475559,0
15,3,3,19,1389475582,0
12,2,3,15,1389475605,0
13,3,2,16,1389475628,0
13,3,3,17,1389475651,0
16,3,3,20,1389475674,0
21,5,4,27,1389475697,0
20,5,4,26,1389475720,0
20,4,4,26,1389475743,0
21,5,4,27,1389475766,0
21,5,4,27,1389475789,0
23,5,4,30,1389475812,0
23,6,5,30,1389475835,0
19,4,4,24,1389475858,0
16,4,3,21,1389475881,0
12,3,3,15,1389475904,0
14,3,3,18,1389475927,0
22,5,4,28,1389475950,0
22,5,4,28,1389475973,0
22,5,4,28,1389475996,0
23,5,4,30,1389476019,0
22,5,4,28,1389476042,0
21,5,4,27,1389476065,0
22,5,4,28,1389476088,0
22,5,4,28,1389476111,0
24,6,5,31,1389476134,0
22,5,4,28,1389476157,0
23,5,4,30,1389476180,0
23,5,4,30,1389476203,0
23,5,4,30,1389476226,0
23,5,4,30,1389476249,0
23,5,4,30,1389476272,0
24,6,4,31,1389476295,0
18,4,4,23,1389476318,0
38,10,9,50,1389476341,0
63,17,15,83,1389476364,0
28,6,6,36,1389476387,0
30,6,5,39,1389476410,0
28,6,5,36,1389476433,0
24,5,5,31,1389476456,0
27,7,5,35,1389476479,0
16,3,3,20,1389476502,0
19,4,4,24,1389476525,0
19,4,3,24,1389476548,0
20,5,4,26,1389476571,0
19,4,4,24,1389476594,0
13,3,2,16,1389476617,0
20,5,4,26,1389476640,0
18,4,3,23,1389476663,0
18,4,4,23,1389476686,0
18,4,3,23,1389476709,0
18,4,3,23,1389476732,0
17,4,3,22,1389476755,0
18,4,3,23,1389476778,0
18,4,3,23,1389476801,0
18,4,3,23,1389476824,0
16,3,3,20,1389476847,0
18,4,4,23,1389476870,0
18,4,3,23,1389476893,0
18,4,3,23,1389476916,0
18,4,3,23,1389476939,0
18,4,3,23,1389476962,0
18,4,3,23,1389476985,0
17,4,3,22,1389477008,0
18,4,3,23,1389477031,0
18,4,3,23,1389477054,0
18,4,4,23,1389477077,0
18,4,3,23,1389477100,0
18,4,4,23,1389477123,0
20,5,4,26,1389477146,0
17,4,3,22,1389477169,0
20,5,4,26,1389477192,0
21,5,4,27,1389477215,0
21,6,5,28,1389477238,0
21,6,5,28,1389477261,0
22,6,5,29,1389477284,0
22,6,5,29,1389477307,0
20,5,4,26,1389477330,0
20,5,4,26,1389477353,0
19,4,4,24,1389477376,0
18,4,4,23,1389477399,0
18,4,3,23,1389477422,0
18,4,3,23,1389477445,0
18,4,3,23,1389477468,0
18,4,3,23,1389477491,0
18,4,3,23,1389477514,0
16,3,3,20,1389477537,0
18,4,3,23,1389477560,0
17,4,3,22,1389477583,0
17,4,3,22,1389477606,0
18,4,3,23,1389477629,0
18,4,3,23,1389477652,0
18,4,3,23,1389477675,0
16,3,3,20,1389477698,0
18,4,3,23,1389477721,0
18,4,3,23,1389477744,0
16,3,2,20,1389477767,0
18,4,3,23,1389477790,0
18,4,3,23,1389477813,0
18,4,3,23,1389477836,0
18,4,3,23,1389477859,0
18,4,3,23,1389477882,0
18,4,3,23,1389477905,0
18,4,3,23,1389477928,0
18,4,3,23,1389477951,0
18,4,3,23,1389477974,0
18,4,3,23,1389477997,0
16,3,2,20,1389478020,0
18,4,3,23,1389478043,0
18,4,3,23,1389478066,0
18,4,3,23,1389478089,0
18,4,3,23,1389478112,0
19,4,4,24,1389478135,0
39,11,11,52,1389478158,0
31,8,8,41,1389478181,0
20,5,4,26,1389478204,0
19,4,4,24,1389478227,0
22,5,4,28,1389478250,0
21,5,4,27,1389478273,0
19,4,3,24,1389478296,0
20,5,4,26,1389478319,0
20,5,4,26,1389478342,0
20,5,4,26,1389478365,0
20,5,4,26,1389478388,0
20,5,4,26,1389478411,0
18,4,3,23,1389478434,0
19,5,4,25,1389478457,0
20,5,4,26,1389478480,0
20,5,4,26,1389478503,0
20,5,4,26,1389478526,0
20,5,4,26,1389478549,0
20,5,4,26,1389478572,0
20,5,4,26,1389478595,0
20,5,4,26,1389478618,0
20,5,4,26,1389478641,0
22,5,4,28,1389478664,0
19,5,4,25,1389478687,0
17,3,3,22,1389478710,0
19,4,3,24,1389478733,0
19,4,3,24,1389478756,0
19,4,4,24,1389478779,0
20,5,4,26,1389478802,0
20,5,4,26,1389478825,0
20,5,4,26,1389478848,0
20,5,4,26,1389478871,0
22,5,4,28,1389478894,0
20,5,4,26,1389478917,0
20,5,4,26,1389478940,0
20,5,4,26,1389478963,0
20,4,4,26,1389478986,0
20,4,4,26,1389479009,0
20,5,4,26,1389479032,0
20,4,4,26,1389479055,0
16,3,3,20,1389479078,0
19,5,4,25,1389479101,0
19,4,4,24,1389479124,0
20,4,4,26,1389479147,0
19,4,4,24,1389479170,0
20,5,4,26,1389479193,0
20,4,4,26,1389479216,0
19,4,4,24,1389479239,0
19,4,4,24,1389479262,0
20,5,4,26,1389479285,0
19,4,4,24,1389479308,0
19,4,3,24,1389479331,0
19,4,3,24,1389479354,0
19,4,3,24,1389479377,0
19,4,3,24,1389479400,0
19,4,4,24,1389479423,0
17,4,3,22,1389479446,0
19,4,4,24,1389479469,0
19,4,4,24,1389479492,0
20,4,4,26,1389479515,0
23,6,5,30,1389479538,0
19,4,4,24,1389479561,0
19,4,4,24,1389479584,0
18,4,3,23,1389479607,0
18,4,3,23,1389479630,0
18,4,3,23,1389479653,0
18,4,3,23,1389479676,0
18,4,3,23,1389479699,0
18,4,3,23,1389479722,0
19,4,3,24,1389479745,0
17,4,3,22,1389479768,0
19,4,4,24,1389479791,0
18,4,3,23,1389479814,0
18,4,3,23,1389479837,0
19,4,4,24,1389479860,0
20,5,4,26,1389479883,0
20,5,4,26,1389479906,0
20,5,4,26,1389479929,0
20,5,4,26,1389479952,0
20,5,4,26,1389479975,0
20,5,4,26,1389479998,0
20,5,4,26,1389480021,0
20,5,4,26,1389480044,0
20,5,4,26,1389480067,0
20,5,4,26,1389480090,0
20,5,4,26,1389480113,0
19,5,4,25,1389480136,0
19,4,4,24,1389480159,0
19,4,4,24,1389480182,0
38,10,10,50,1389480205,0
13,4,3,17,1389480228,0
9,2,2,11,1389480251,0
17,4,4,22,1389480274,0
16,4,4,21,1389480297,0
33,8,7,43,1389480320,0
20,4,4,26,1389480343,0
21,5,4,27,1389480366,0
20,5,4,26,1389480389,0
19,4,3,24,1389480412,0
21,5,4,27,1389480435,0
21,5,4,27,1389480458,0
20,5,4,26,1389480481,0
20,5,4,26,1389480504,0
20,5,4,26,1389480527,0
21,5,4,27,1389480550,0
22,6,4,29,1389480573,0
20,5,4,26,1389480596,0
21,5,4,27,1389480619,0
20,5,4,26,1389480642,0
21,5,4,27,1389480665,0
21,5,4,27,1389480688,0
24,7,5,31,1389480711,0
24,7,5,31,1389480734,0
24,7,5,31,1389480757,0
22,6,4,29,1389480780,0
23,6,4,30,1389480803,0
20,5,4,26,1389480826,0
20,5,4,26,1389480849,0
20,5,4,26,1389480872,0
20,5,4,26,1389480895,0
20,5,4,26,1389480918,0
20,5,4,26,1389480941,0
20,5,4,26,1389480964,0
19,5,4,25,1389480987,0
19,5,4,25,1389481010,0
19,4,3,24,1389481033,0
19,5,4,25,1389481056,0
19,5,4,25,1389481079,0
19,5,4,25,1389481102,0
19,5,4,25,1389481125,0
19,5,4,25,1389481148,0
19,5,4,25,1389481171,0
17,4,3,22,1389481194,0
18,4,3,23,1389481217,0
19,4,3,24,1389481240,0
22,5,4,28,1389481263,0
17,4,3,22,1389481286,0
17,3,3,22,1389481309,0
19,4,4,24,1389481332,0
19,4,4,24,1389481355,0
19,4,4,24,1389481378,0
19,4,4,24,1389481401,0
20,4,4,26,1389481424,0
19,5,4,25,1389481447,0
19,5,4,25,1389481470,0
19,4,4,24,1389481493,0
19,4,4,24,1389481516,0
19,4,4,24,1389481539,0
19,4,4,24,1389481562,0
19,4,4,24,1389481585,0
18,4,3,23,1389481608,0
20,5,4,26,1389481631,0
19,4,4,24,1389481654,0
19,4,4,24,1389481677,0
18,4,4,23,1389481700,0
19,4,4,24,1389481723,0
19,4,4,24,1389481746,0
19,5,4,25,1389481769,0
22,6,4,29,1389481792,0
31,9,9,41,1389481815,0
40,12,10,53,1389481838,0
71,20,16,94,1389481861,0
39,10,9,51,1389481884,0
26,6,5,34,1389481907,0
18,4,3,23,1389481930,0
19,5,4,25,1389481953,0
19,4,4,24,1389481976,0
20,5,4,26,1389481999,0
19,5,4,25,1389482022,0
19,5,4,25,1389482045,0
20,5,4,26,1389482068,0
19,5,4,25,1389482091,0
19,5,4,25,1389482114,0
67,18,15,89,1389482137,0
75,22,18,100,1389482160,0
64,17,16,85,1389482183,0
48,11,10,63,1389482206,0
32,7,6,41,1389482229,0
15,4,3,19,1389482252,0
67,20,19,90,1389482275,0
38,10,9,50,1389482298,0
19,4,4,24,1389482321,0
20,5,4,26,1389482344,0
18,4,3,23,1389482367,0
19,5,4,25,1389482390,0
19,5,4,25,1389482413,0
16,4,3,21,1389482436,0
19,4,4,24,1389482459,0
19,5,4,25,1389482482,0
19,5,4,25,1389482505,0
19,5,4,25,1389482528,0
19,4,4,24,1389482551,0
18,4,4,23,1389482574,0
20,4,4,26,1389482597,0
18,4,4,23,1389482620,0
18,4,3,23,1389482643,0
16,4,3,21,1389482666,0
18,4,4,23,1389482689,0
19,5,4,25,1389482712,0
18,4,4,23,1389482735,0
20,5,4,26,1389482758,0
26,7,6,34,1389482781,0
22,6,4,29,1389482804,0
19,5,4,25,1389482827,0
19,4,4,24,1389482850,0
20,6,4,26,1389482873,0
20,5,4,26,1389482896,0
19,4,4,24,1389482919,0
17,4,3,22,1389482942,0
19,5,4,25,1389482965,0
19,5,4,25,1389482988,0
19,4,4,24,1389483011,0
18,4,4,23,1389483034,0
19,4,4,24,1389483057,0
24,7,5,31,1389483080,0
25,7,5,33,1389483103,0
18,4,3,23,1389483126,0
21,5,4,27,1389483149,0
20,5,4,26,1389483172,0
21,5,4,27,1389483195,0
23,6,5,30,1389483218,0
22,6,5,29,1389483241,0
18,4,3,23,1389483264,0
20,5,4,26,1389483287,0
20,4,4,26,1389483310,0
16,4,3,21,1389483333,0
18,4,3,23,1389483356,0
22,6,4,29,1389483379,0
22,6,5,29,1389483402,0
20,5,4,26,1389483425,0
19,5,4,25,1389483448,0
20,5,4,26,1389483471,0
23,6,5,30,1389483494,0
25,7,5,33,1389483517,0
23,6,5,30,1389483540,0
17,4,3,22,1389483563,0
19,4,4,24,1389483586,0
18,5,4,23,1389483609,0
17,4,4,22,1389483632,0
18,5,4,23,1389483655,0
21,6,4,27,1389483678,0
25,7,5,33,1389483701,0
23,6,5,30,1389483724,0
19,4,4,24,1389483747,0
19,4,4,24,1389483770,0
16,4,3,21,1389483793,0
19,4,4,24,1389483816,0
19,4,4,24,1389483839,0
18,4,3,23,1389483862,0
19,5,4,25,1389483885,0
20,5,4,26,1389483908,0
19,5,4,25,1389483931,0
20,5,4,26,1389483954,0
25,7,5,33,1389483977,0
20,5,4,26,1389484000,0
13,3,2,16,1389484023,0
17,4,3,22,1389484046,0
15,3,3,19,1389484069,0
17,4,3,22,1389484092,0
19,5,4,25,1389484115,0
19,5,4,25,1389484138,0
19,4,3,24,1389484161,0
18,4,3,23,1389484184,0
19,4,4,24,1389484207,0
26,8,6,34,1389484230,0
26,8,6,34,1389484253,0
16,4,4,21,1389484276,0
9,2,2,11,1389484299,0
19,5,5,25,1389484322,0
10,2,3,13,1389484345,0
20,5,5,26,1389484368,0
27,8,6,36,1389484391,0
27,8,6,36,1389484414,0
26,7,6,34,1389484437,0
26,8,6,34,1389484460,0
26,8,6,34,1389484483,0
21,5,4,27,1389484506,0
20,5,4,26,1389484529,0
19,4,4,24,1389484552,0
18,4,3,23,1389484575,0
20,5,4,26,1389484598,0
20,5,4,26,1389484621,0
20,5,4,26,1389484644,0
20,5,4,26,1389484667,0
20,5,4,26,1389484690,0
23,6,5,30,1389484713,0
20,5,4,26,1389484736,0
19,5,4,25,1389484759,0
20,5,4,26,1389484782,0
19,5,4,25,1389484805,0
18,4,3,23,1389484828,0
20,5,4,26,1389484851,0
19,5,4,25,1389484874,0
19,5,4,25,1389484897,0
19,5,4,25,1389484920,0
19,5,4,25,1389484943,0
20,5,4,26,1389484966,0
19,5,4,25,1389484989,0
20,5,4,26,1389485012,0
19,4,4,24,1389485035,0
20,5,4,26,1389485058,0
20,5,4,26,1389485081,0
19,5,4,25,1389485104,0
19,5,4,25,1389485127,0
19,5,4,25,1389485150,0
19,5,4,25,1389485173,0
19,5,4,25,1389485196,0
19,4,4,24,1389485219,0
17,4,3,22,1389485242,0
18,4,3,23,1389485265,0
19,5,4,25,1389485288,0
19,4,4,24,1389485311,0
20,5,4,26,1389485334,0
20,5,4,26,1389485357,0
20,5,4,26,1389485380,0
15,3,3,19,1389485403,0
17,4,3,22,1389485426,0
19,4,3,24,1389485449,0
19,5,4,25,1389485472,0
19,4,3,24,1389485495,0
20,5,4,26,1389485518,0
19,4,4,24,1389485541,0
21,5,4,27,1389485564,0
20,5,4,26,1389485587,0
21,5,4,27,1389485610,0
20,5,4,26,1389485633,0
21,5,4,27,1389485656,0
21,5,4,27,1389485679,0
21,5,4,27,1389485702,0
21,5,4,27,1389485725,0
21,5,4,27,1389485748,0
21,5,4,27,1389485771,0
20,5,4,26,1389485794,0
21,5,4,27,1389485817,0
20,5,4,26,1389485840,0
20,5,4,26,1389485863,0
21,5,4,27,1389485886,0
20,5,4,26,1389485909,0
21,5,4,27,1389485932,0
21,5,4,27,1389485955,0
19,4,4,24,1389485978,0
19,4,4,24,1389486001,0
21,5,4,27,1389486024,0
21,5,4,27,1389486047,0
21,5,4,27,1389486070,0
21,5,4,27,1389486093,0
22,5,5,29,1389486116,0
22,6,5,29,1389486139,0
20,5,4,26,1389486162,0
19,5,4,25,1389486185,0
21,5,4,27,1389486208,0
22,5,4,28,1389486231,0
21,5,4,27,1389486254,0
17,4,3,22,1389486277,0
20,4,4,26,1389486300,0
20,5,4,26,1389486323,0
22,5,5,29,1389486346,0
21,5,4,27,1389486369,0
22,5,4,28,1389486392,0
22,6,5,29,1389486415,0
22,6,5,29,1389486438,0
22,5,5,29,1389486461,0
22,5,4,28,1389486484,0
20,5,4,26,1389486507,0
22,5,4,28,1389486530,0
22,5,4,28,1389486553,0
22,6,4,29,1389486576,0
22,6,4,29,1389486599,0
22,5,4,28,1389486622,0
22,5,4,28,1389486645,0
25,7,5,33,1389486668,0
22,6,5,29,1389486691,0
22,6,5,29,1389486714,0
23,6,5,30,1389486737,0
23,6,5,30,1389486760,0
22,5,4,28,1389486783,0
22,5,4,28,1389486806,0
21,5,4,27,1389486829,0
22,5,4,28,1389486852,0
22,5,5,29,1389486875,0
23,5,5,30,1389486898,0
19,5,4,25,1389486921,0
23,5,4,30,1389486944,0
22,5,4,28,1389486967,0
22,5,4,28,1389486990,0
22,5,4,28,1389487013,0
22,5,4,28,1389487036,0
